"","class","cap.diameter","cap.shape","cap.color","does.bruise.or.bleed","gill.color","stem.height","stem.width","stem.color","has.ring","ring.type","habitat","season"
"12962","p",0.68,"x","o","f","y",3.52,0.72,"w","f","f","d","a"
"12963","p",0.68,"x","o","f","y",3.62,0.77,"y","f","f","d","a"
"12964","p",0.82,"x","y","f","y",3.83,0.9,"y","f","f","d","u"
"12965","p",0.61,"x","o","f","y",3.52,0.69,"w","f","f","d","a"
"12966","p",0.7,"x","o","f","y",3.42,0.64,"w","f","f","d","u"
"12967","p",0.73,"x","o","f","y",3.76,0.85,"w","f","f","d","a"
"12968","p",0.8,"x","y","f","y",3.39,0.66,"y","f","f","d","u"
"12969","p",0.66,"x","o","f","y",3.41,0.71,"w","f","f","d","u"
"12970","p",0.66,"x","y","f","y",3.44,0.75,"y","f","f","d","a"
"12971","p",0.72,"x","y","f","y",3.52,0.75,"w","f","f","d","a"
"12972","p",0.85,"x","o","f","y",3.63,0.85,"y","f","f","d","a"
"12973","p",0.74,"x","o","f","y",3.47,0.69,"w","f","f","d","u"
"12974","p",0.83,"x","y","f","y",3.6,0.84,"w","f","f","d","a"
"12975","p",0.5,"x","o","f","y",3.03,0.57,"w","f","f","d","a"
"12976","p",0.64,"x","o","f","y",3.73,0.76,"w","f","f","d","u"
"12977","p",0.69,"x","y","f","y",3.53,0.82,"y","f","f","d","a"
"12978","p",0.65,"x","o","f","y",3.52,0.65,"w","f","f","d","a"
"12979","p",0.72,"x","y","f","y",3.51,0.77,"y","f","f","d","u"
"12980","p",0.86,"x","o","f","y",3.48,0.72,"y","f","f","d","a"
"12981","p",0.51,"x","o","f","y",3.38,0.67,"y","f","f","d","a"
"12982","p",0.78,"x","y","f","y",3.62,0.84,"y","f","f","d","u"
"12983","p",0.67,"x","y","f","y",3.6,0.76,"w","f","f","d","u"
"12984","p",0.63,"x","y","f","y",3.37,0.61,"y","f","f","d","a"
"12985","p",0.66,"x","o","f","y",3.58,0.79,"y","f","f","d","a"
"12986","p",0.64,"x","y","f","y",3.31,0.65,"y","f","f","d","u"
"12987","p",0.84,"x","y","f","y",3.72,0.88,"y","f","f","d","a"
"12988","p",0.67,"x","o","f","y",3.29,0.77,"y","f","f","d","a"
"12989","p",0.68,"x","y","f","y",3.66,0.79,"w","f","f","d","u"
"12990","p",0.76,"x","y","f","y",3.61,0.75,"y","f","f","d","a"
"12991","p",0.8,"x","o","f","y",3.55,0.79,"y","f","f","d","u"
"12992","p",0.74,"x","o","f","y",3.52,0.7,"y","f","f","d","a"
"12993","p",0.58,"x","y","f","y",3.45,0.65,"w","f","f","d","a"
"12994","p",0.71,"x","y","f","y",3.58,0.81,"y","f","f","d","u"
"12995","p",0.54,"x","y","f","y",3.46,0.71,"y","f","f","d","a"
"12996","p",0.61,"x","y","f","y",3.61,0.73,"y","f","f","d","a"
"12997","p",0.82,"x","y","f","y",3.82,0.86,"y","f","f","d","u"
"12998","p",0.54,"x","o","f","y",3.38,0.58,"w","f","f","d","u"
"12999","p",0.67,"x","y","f","y",3.44,0.63,"w","f","f","d","u"
"13000","p",0.73,"x","o","f","y",3.49,0.79,"y","f","f","d","u"
"13001","p",0.63,"x","y","f","y",3.56,0.75,"w","f","f","d","u"
"13002","p",0.85,"x","y","f","y",3.77,0.84,"y","f","f","d","u"
"13003","p",0.61,"x","o","f","y",3.46,0.82,"w","f","f","d","u"
"13004","p",0.65,"x","o","f","y",3.44,0.69,"w","f","f","d","a"
"13005","p",0.78,"x","y","f","y",3.78,0.85,"y","f","f","d","u"
"13006","p",0.57,"x","o","f","y",3.45,0.75,"y","f","f","d","u"
"13007","p",0.82,"x","y","f","y",3.51,0.69,"w","f","f","d","a"
"13008","p",0.72,"x","o","f","y",3.86,0.81,"w","f","f","d","u"
"13009","p",0.6,"x","o","f","y",3.23,0.66,"y","f","f","d","a"
"13010","p",0.83,"x","o","f","y",3.4,0.76,"y","f","f","d","u"
"13011","p",0.8,"x","y","f","y",3.51,0.78,"w","f","f","d","a"
"13012","p",0.74,"x","o","f","y",3.34,0.77,"y","f","f","d","u"
"13013","p",0.75,"x","o","f","y",3.2,0.65,"y","f","f","d","u"
"13014","p",0.79,"x","o","f","y",3.47,0.76,"w","f","f","d","a"
"13015","p",0.63,"x","o","f","y",3.39,0.66,"y","f","f","d","u"
"13016","p",0.73,"x","y","f","y",3.39,0.77,"y","f","f","d","u"
"13017","p",0.97,"x","o","f","y",3.7,0.79,"w","f","f","d","a"
"13018","p",0.6,"x","o","f","y",3.23,0.68,"y","f","f","d","u"
"13019","p",0.56,"x","o","f","y",3.3,0.63,"y","f","f","d","u"
"13020","p",0.8,"x","o","f","y",3.51,0.73,"y","f","f","d","u"
"13021","p",0.85,"x","o","f","y",3.54,0.82,"w","f","f","d","a"
"13022","p",0.72,"x","o","f","y",3.46,0.74,"y","f","f","d","a"
"13023","p",0.78,"x","y","f","y",3.29,0.69,"w","f","f","d","a"
"13024","p",0.55,"x","y","f","y",3.47,0.75,"y","f","f","d","a"
"13025","p",0.53,"x","o","f","y",3.35,0.73,"w","f","f","d","u"
"13026","p",0.69,"x","o","f","y",3.29,0.71,"w","f","f","d","u"
"13027","p",0.55,"x","y","f","y",3.64,0.74,"w","f","f","d","u"
"13028","p",0.57,"x","y","f","y",3.26,0.77,"y","f","f","d","a"
"13029","p",0.66,"x","y","f","y",3.34,0.7,"y","f","f","d","a"
"13030","p",0.78,"x","o","f","y",3.72,0.75,"w","f","f","d","u"
"13031","p",0.77,"x","o","f","y",3.82,0.79,"w","f","f","d","u"
"13032","p",0.56,"x","o","f","y",3.51,0.69,"y","f","f","d","u"
"13033","p",0.55,"x","o","f","y",3.27,0.75,"y","f","f","d","a"
"13034","p",0.65,"x","y","f","y",3.45,0.71,"w","f","f","d","u"
"13035","p",0.77,"x","o","f","y",3.54,0.79,"w","f","f","d","u"
"13036","p",0.65,"x","y","f","y",3.46,0.71,"y","f","f","d","a"
"13037","p",0.65,"x","o","f","y",3.53,0.84,"y","f","f","d","u"
"13038","p",0.8,"x","y","f","y",3.66,0.79,"y","f","f","d","a"
"13039","p",0.68,"x","o","f","y",3.3,0.56,"y","f","f","d","u"
"13040","p",0.69,"x","o","f","y",3.49,0.72,"w","f","f","d","a"
"13041","p",0.8,"x","y","f","y",3.45,0.74,"y","f","f","d","u"
"13042","p",0.72,"x","y","f","y",3.49,0.76,"w","f","f","d","u"
"13043","p",0.7,"x","y","f","y",3.83,0.87,"w","f","f","d","a"
"13044","p",0.83,"x","o","f","y",3.74,0.78,"w","f","f","d","a"
"13045","p",0.69,"x","o","f","y",3.58,0.75,"w","f","f","d","a"
"13046","p",0.74,"x","o","f","y",3.51,0.7,"y","f","f","d","a"
"13047","p",0.64,"x","y","f","y",3.54,0.66,"y","f","f","d","a"
"13048","p",0.69,"x","y","f","y",3.48,0.8,"y","f","f","d","u"
"13049","p",0.6,"x","y","f","y",3.12,0.58,"y","f","f","d","u"
"13050","p",0.67,"x","o","f","y",3.65,0.73,"w","f","f","d","a"
"13051","p",0.72,"x","y","f","y",3.66,0.78,"y","f","f","d","a"
"13052","p",0.82,"x","o","f","y",3.38,0.71,"y","f","f","d","a"
"13053","p",0.67,"x","y","f","y",3.48,0.83,"w","f","f","d","a"
"13054","p",0.69,"x","o","f","y",3.5,0.72,"y","f","f","d","u"
"13055","p",0.5,"x","o","f","y",3.4,0.67,"y","f","f","d","a"
"13056","p",0.56,"x","y","f","y",3.48,0.69,"y","f","f","d","u"
"13057","p",0.65,"x","y","f","y",3.4,0.7,"w","f","f","d","a"
"13058","p",0.57,"x","y","f","y",3.37,0.68,"y","f","f","d","a"
"13059","p",0.65,"x","o","f","y",3.6,0.81,"y","f","f","d","a"
"13060","p",0.74,"x","o","f","y",3.26,0.77,"y","f","f","d","u"
"13061","p",0.75,"x","y","f","y",3.36,0.77,"w","f","f","d","u"
"13062","p",0.69,"f","o","f","o",4.22,1.08,"o","f","f","g","a"
"13063","p",0.81,"x","o","f","o",4.36,0.95,"o","f","f","g","a"
"13064","p",0.81,"x","o","f","o",4.36,1.05,"o","f","f","g","a"
"13065","p",0.68,"x","o","f","o",4.54,0.91,"y","f","f","g","u"
"13066","p",0.78,"f","o","f","o",4.71,0.93,"o","f","f","g","a"
"13067","p",0.67,"f","o","f","o",4.62,1.07,"o","f","f","g","a"
"13068","p",0.72,"x","o","f","o",4.44,1.01,"y","f","f","g","u"
"13069","p",0.78,"f","o","f","o",3.63,0.97,"y","f","f","g","a"
"13070","p",0.59,"x","o","f","o",4.19,1.06,"y","f","f","g","a"
"13071","p",0.78,"f","o","f","o",4.53,1.03,"o","f","f","g","u"
"13072","p",0.8,"f","o","f","o",5.02,1.08,"y","f","f","g","u"
"13073","p",0.68,"x","o","f","o",4.75,0.99,"y","f","f","g","u"
"13074","p",0.65,"f","o","f","o",4.64,1.02,"y","f","f","g","a"
"13075","p",0.67,"f","o","f","o",4.66,1.03,"o","f","f","g","u"
"13076","p",0.64,"x","o","f","o",4.9,0.95,"y","f","f","g","a"
"13077","p",0.85,"f","o","f","o",6.08,1.13,"y","f","f","g","u"
"13078","p",0.68,"x","o","f","o",4.74,1.05,"y","f","f","g","u"
"13079","p",0.81,"x","o","f","o",4.31,0.99,"y","f","f","g","u"
"13080","p",0.58,"f","o","f","o",4.63,0.85,"y","f","f","g","u"
"13081","p",0.62,"f","o","f","o",4.29,0.96,"y","f","f","g","u"
"13082","p",0.6,"f","o","f","o",5.24,1.18,"o","f","f","g","a"
"13083","p",0.8,"x","o","f","o",4.2,0.9,"y","f","f","g","u"
"13084","p",0.76,"x","o","f","o",4.79,0.96,"y","f","f","g","a"
"13085","p",0.76,"x","o","f","o",4.07,1.07,"o","f","f","g","a"
"13086","p",0.81,"x","o","f","o",4.24,1.01,"y","f","f","g","u"
"13087","p",0.74,"f","o","f","o",4.38,1.01,"o","f","f","g","u"
"13088","p",0.92,"x","o","f","o",5.3,1.06,"y","f","f","g","u"
"13089","p",0.74,"x","o","f","o",5.11,1.06,"y","f","f","g","u"
"13090","p",0.62,"f","o","f","o",3.91,0.95,"o","f","f","g","u"
"13091","p",0.57,"x","o","f","o",4.85,1.01,"y","f","f","g","a"
"13092","p",0.68,"x","o","f","o",4.72,0.99,"o","f","f","g","a"
"13093","p",0.84,"f","o","f","o",5.38,1.15,"o","f","f","g","u"
"13094","p",0.87,"x","o","f","o",5.12,1.16,"o","f","f","g","u"
"13095","p",0.79,"f","o","f","o",4.84,1.04,"y","f","f","g","u"
"13096","p",0.75,"x","o","f","o",4.76,0.94,"o","f","f","g","u"
"13097","p",0.8,"f","o","f","o",4.82,1.1,"o","f","f","g","a"
"13098","p",0.63,"f","o","f","o",4.25,1.01,"y","f","f","g","u"
"13099","p",0.69,"x","o","f","o",4.76,1.04,"o","f","f","g","u"
"13100","p",0.83,"x","o","f","o",5.52,1.06,"o","f","f","g","u"
"13101","p",0.65,"f","o","f","o",4.36,0.99,"y","f","f","g","a"
"13102","p",0.64,"x","o","f","o",5.14,1.08,"o","f","f","g","u"
"13103","p",0.62,"x","o","f","o",4,1,"y","f","f","g","u"
"13104","p",0.71,"f","o","f","o",4.6,0.93,"y","f","f","g","u"
"13105","p",0.83,"f","o","f","o",4.92,1.12,"o","f","f","g","a"
"13106","p",0.57,"f","o","f","o",4.02,0.95,"o","f","f","g","u"
"13107","p",0.74,"x","o","f","o",4.73,1,"y","f","f","g","a"
"13108","p",0.62,"x","o","f","o",4.1,0.85,"y","f","f","g","a"
"13109","p",0.58,"x","o","f","o",3.89,1.01,"o","f","f","g","a"
"13110","p",0.72,"x","o","f","o",4.94,1,"o","f","f","g","a"
"13111","p",0.66,"f","o","f","o",3.81,1.05,"y","f","f","g","u"
"13112","p",0.57,"f","o","f","o",4.47,1.01,"y","f","f","g","u"
"13113","p",0.89,"f","o","f","o",4.79,1.01,"o","f","f","g","a"
"13114","p",0.63,"x","o","f","o",4.46,1.05,"o","f","f","g","a"
"13115","p",0.73,"f","o","f","o",4.45,1.01,"o","f","f","g","u"
"13116","p",0.62,"x","o","f","o",4.37,1.04,"o","f","f","g","a"
"13117","p",0.72,"f","o","f","o",4.8,1.02,"y","f","f","g","a"
"13118","p",0.77,"x","o","f","o",4.08,1.05,"o","f","f","g","u"
"13119","p",0.66,"f","o","f","o",4.42,0.93,"o","f","f","g","u"
"13120","p",0.69,"f","o","f","o",4.32,0.97,"o","f","f","g","u"
"13121","p",0.71,"x","o","f","o",4.53,0.94,"y","f","f","g","u"
"13122","p",0.75,"x","o","f","o",4.29,0.98,"y","f","f","g","a"
"13123","p",0.68,"x","o","f","o",4.31,0.99,"y","f","f","g","u"
"13124","p",0.63,"x","o","f","o",4.39,0.96,"y","f","f","g","a"
"13125","p",0.68,"x","o","f","o",4.76,1,"y","f","f","g","a"
"13126","p",0.65,"x","o","f","o",4.54,1.05,"y","f","f","g","u"
"13127","p",0.82,"x","o","f","o",3.88,0.98,"y","f","f","g","u"
"13128","p",0.72,"x","o","f","o",4.27,1.1,"o","f","f","g","u"
"13129","p",0.76,"f","o","f","o",4.52,1.03,"o","f","f","g","a"
"13130","p",0.76,"x","o","f","o",5.18,1.05,"o","f","f","g","u"
"13131","p",0.61,"f","o","f","o",3.56,0.9,"y","f","f","g","u"
"13132","p",0.67,"f","o","f","o",4.6,1.09,"o","f","f","g","u"
"13133","p",0.7,"x","o","f","o",4.96,1.11,"y","f","f","g","a"
"13134","p",0.73,"x","o","f","o",4.51,0.97,"o","f","f","g","a"
"13135","p",0.86,"x","o","f","o",4.59,1.07,"y","f","f","g","a"
"13136","p",0.77,"x","o","f","o",5.06,1.04,"y","f","f","g","u"
"13137","p",0.72,"f","o","f","o",4.01,1.02,"o","f","f","g","a"
"13138","p",0.62,"x","o","f","o",3.55,0.8,"o","f","f","g","a"
"13139","p",0.72,"f","o","f","o",4.49,0.97,"y","f","f","g","a"
"13140","p",0.71,"f","o","f","o",4.16,0.99,"y","f","f","g","a"
"13141","p",0.77,"x","o","f","o",5.24,1.05,"y","f","f","g","a"
"13142","p",0.54,"f","o","f","o",4.04,0.84,"y","f","f","g","u"
"13143","p",0.84,"x","o","f","o",5.62,1.16,"o","f","f","g","a"
"13144","p",0.94,"f","o","f","o",4.7,1.04,"y","f","f","g","a"
"13145","p",0.58,"x","o","f","o",4.27,0.95,"o","f","f","g","a"
"13146","p",0.78,"x","o","f","o",4.5,1.15,"y","f","f","g","a"
"13147","p",0.83,"x","o","f","o",5.44,1.11,"y","f","f","g","a"
"13148","p",0.6,"f","o","f","o",3.94,1.02,"y","f","f","g","a"
"13149","p",0.76,"x","o","f","o",4.9,1.13,"o","f","f","g","a"
"13150","p",0.8,"x","o","f","o",5.35,1.1,"y","f","f","g","a"
"13151","p",0.51,"x","o","f","o",4.15,0.87,"y","f","f","g","u"
"13152","p",0.86,"x","o","f","o",4.51,1.06,"o","f","f","g","u"
"13153","p",0.86,"f","o","f","o",4.54,0.91,"y","f","f","g","u"
"13154","p",0.64,"f","o","f","o",4.86,1.02,"y","f","f","g","a"
"13155","p",0.6,"x","o","f","o",3.92,0.98,"o","f","f","g","u"
"13156","p",0.65,"f","o","f","o",4.63,0.96,"y","f","f","g","u"
"13157","p",0.68,"x","o","f","o",4.29,1.03,"y","f","f","g","u"
"13158","p",0.78,"f","o","f","o",4.97,1.02,"o","f","f","g","a"
"13159","p",0.68,"x","o","f","o",4.61,0.93,"o","f","f","g","a"
"13160","p",0.55,"x","o","f","o",3.45,0.82,"o","f","f","g","u"
"13161","p",0.78,"f","o","f","o",5.23,1.11,"o","f","f","g","u"
"13162","p",0.64,"x","o","f","o",5.14,1.07,"o","f","f","g","u"
"13163","p",0.8,"f","o","f","o",4.98,1.19,"o","f","f","g","u"
"13164","p",0.88,"x","o","f","o",5.04,1.03,"y","f","f","g","u"
"13165","p",0.56,"x","o","f","o",3.74,0.91,"o","f","f","g","u"
"13166","p",0.71,"x","o","f","o",4.08,0.86,"y","f","f","g","a"
"13167","p",0.56,"x","o","f","o",4.26,0.96,"y","f","f","g","a"
"13168","p",0.59,"x","o","f","o",3.88,0.87,"y","f","f","g","u"
"13169","p",0.6,"x","o","f","o",3.89,1.05,"y","f","f","g","a"
"13170","p",0.54,"f","o","f","o",3.91,0.93,"y","f","f","g","u"
"13171","p",0.62,"f","o","f","o",3.75,0.89,"y","f","f","g","a"
"13172","p",0.7,"x","o","f","o",4.78,1.06,"y","f","f","g","u"
"13173","p",0.69,"x","o","f","o",4.34,1.02,"o","f","f","g","a"
"13174","p",0.73,"x","o","f","o",4.07,0.93,"o","f","f","g","u"
"13175","p",0.78,"x","o","f","o",4.75,1.03,"o","f","f","g","a"
"13176","p",0.59,"x","o","f","o",4.33,1,"y","f","f","g","a"
"13177","p",0.5,"f","o","f","o",4.19,0.88,"o","f","f","g","u"
"13178","p",0.85,"x","o","f","o",5.05,1.14,"y","f","f","g","u"
"13179","p",0.8,"f","o","f","o",4.76,1.03,"y","f","f","g","u"
"13180","p",0.71,"x","o","f","o",4.2,1.01,"y","f","f","g","u"
"13181","p",0.72,"x","o","f","o",4.22,0.95,"o","f","f","g","u"
"13182","p",0.66,"x","o","f","o",4.39,0.96,"o","f","f","g","u"
"13183","p",0.62,"f","o","f","o",4.48,1.1,"o","f","f","g","u"
"13184","p",0.74,"x","o","f","o",4.32,1.02,"o","f","f","g","u"
"13185","p",0.72,"f","o","f","o",3.71,0.84,"y","f","f","g","a"
"13186","p",0.58,"x","o","f","o",3.93,0.91,"y","f","f","g","u"
"13187","p",0.66,"f","o","f","o",5.05,0.97,"o","f","f","g","a"
"13188","p",0.74,"f","o","f","o",4.35,0.96,"o","f","f","g","a"
"13189","p",0.7,"f","o","f","o",5.38,1.07,"y","f","f","g","a"
"13190","p",0.59,"x","o","f","o",3.75,0.86,"y","f","f","g","a"
"13191","p",0.58,"x","o","f","o",3.58,0.87,"o","f","f","g","u"
"13192","p",0.78,"f","o","f","o",3.93,0.93,"o","f","f","g","u"
"13193","p",0.86,"f","o","f","o",4.79,1.12,"o","f","f","g","a"
"13194","p",0.75,"f","o","f","o",5.24,1.08,"y","f","f","g","u"
"13195","p",0.76,"f","o","f","o",5.43,1.16,"y","f","f","g","a"
"13196","p",0.69,"x","o","f","o",4.08,0.9,"o","f","f","g","u"
"13197","p",0.68,"f","o","f","o",4.73,1,"o","f","f","g","u"
"13198","p",0.73,"x","o","f","o",4.5,1.04,"o","f","f","g","u"
"13199","p",0.76,"f","o","f","o",4.98,0.95,"o","f","f","g","a"
"13200","p",0.53,"x","o","f","o",4.55,0.99,"y","f","f","g","a"
"13201","p",0.82,"x","o","f","o",4.64,1.02,"y","f","f","g","u"
"13202","p",0.86,"f","o","f","o",4.7,0.99,"o","f","f","g","a"
"13203","p",0.89,"f","o","f","o",4.75,0.95,"y","f","f","g","u"
"13204","p",0.69,"f","o","f","o",3.62,0.93,"o","f","f","g","u"
"13205","p",0.71,"f","o","f","o",5.4,1.09,"y","f","f","g","u"
"13206","p",0.76,"f","o","f","o",5.14,1.16,"o","f","f","g","u"
"13207","p",0.67,"f","o","f","o",4.36,1.04,"y","f","f","g","u"
"13208","p",0.74,"x","o","f","o",4.44,1.02,"o","f","f","g","a"
"13209","p",0.62,"x","o","f","o",3.97,0.96,"o","f","f","g","u"
"13210","p",0.54,"f","o","f","o",3.94,0.83,"y","f","f","g","u"
"13211","p",0.88,"x","o","f","o",5.51,1.14,"o","f","f","g","a"
"13212","p",0.8,"x","o","f","o",5.45,1.07,"y","f","f","g","a"
"13213","p",0.61,"f","o","f","o",4.07,1,"y","f","f","g","u"
"13214","p",0.52,"x","o","f","o",4.57,0.94,"o","f","f","g","a"
"13215","p",0.75,"x","o","f","o",5.05,1.02,"o","f","f","g","a"
"13216","p",0.66,"x","o","f","o",4.4,0.93,"y","f","f","g","a"
"13217","p",0.54,"f","o","f","o",3.46,0.83,"o","f","f","g","a"
"13218","p",0.73,"f","o","f","o",4.27,0.85,"o","f","f","g","a"
"13219","p",0.7,"x","o","f","o",4.51,1.08,"o","f","f","g","a"
"13220","p",0.72,"x","o","f","o",4.55,1.05,"y","f","f","g","u"
"13221","p",0.57,"f","o","f","o",4.28,0.95,"y","f","f","g","a"
"13222","p",0.62,"x","o","f","o",4.17,0.91,"y","f","f","g","u"
"13223","p",0.69,"x","o","f","o",4.67,1.01,"y","f","f","g","u"
"13224","p",0.79,"f","o","f","o",4.91,1.09,"y","f","f","g","a"
"13225","p",0.71,"x","o","f","o",5,1.11,"o","f","f","g","u"
"13226","p",0.56,"x","o","f","o",4.62,0.93,"y","f","f","g","u"
"13227","p",0.86,"f","o","f","o",4.84,1.16,"o","f","f","g","a"
"13228","p",0.86,"f","o","f","o",5.08,1.06,"o","f","f","g","a"
"13229","p",0.89,"x","o","f","o",5.6,1.16,"y","f","f","g","u"
"13230","p",0.76,"f","o","f","o",5.13,1.06,"y","f","f","g","u"
"13231","p",0.81,"x","o","f","o",5.39,1.16,"y","f","f","g","a"
"13232","p",0.82,"f","o","f","o",4.87,0.95,"y","f","f","g","a"
"13233","p",0.61,"f","o","f","o",3.57,0.8,"o","f","f","g","u"
"13234","p",0.59,"f","o","f","o",4.6,0.97,"y","f","f","g","a"
"13235","p",0.66,"x","o","f","o",4.84,0.97,"y","f","f","g","a"
"13236","p",0.6,"x","o","f","o",4.57,1.06,"o","f","f","g","a"
"13237","p",0.65,"x","o","f","o",4.11,0.95,"o","f","f","g","a"
"13238","p",0.77,"f","o","f","o",5.6,1.13,"o","f","f","g","u"
"13239","p",0.79,"x","o","f","o",4.72,1.1,"y","f","f","g","u"
"13240","p",0.77,"f","o","f","o",4.36,1.03,"o","f","f","g","a"
"13241","p",0.8,"f","o","f","o",4.58,1.08,"o","f","f","g","u"
"13242","p",0.53,"f","o","f","o",4.77,0.99,"o","f","f","g","u"
"13243","p",0.76,"f","o","f","o",4.52,0.87,"o","f","f","g","a"
"13244","p",0.67,"f","o","f","o",5.08,1.05,"y","f","f","g","u"
"13245","p",0.83,"f","o","f","o",4.58,1.07,"y","f","f","g","u"
"13246","p",0.61,"f","o","f","o",4.36,0.98,"y","f","f","g","a"
"13247","p",0.71,"x","o","f","o",4.23,1,"o","f","f","g","a"
"13248","p",0.89,"x","o","f","o",5.94,1.22,"o","f","f","g","u"
"13249","p",0.76,"x","o","f","o",4.41,1.12,"y","f","f","g","u"
"13250","p",0.82,"f","o","f","o",4.23,1.01,"y","f","f","g","a"
"13251","p",0.53,"f","o","f","o",4.28,0.91,"o","f","f","g","u"
"13252","p",0.74,"x","o","f","o",4.46,1.06,"y","f","f","g","a"
"13253","p",0.72,"x","o","f","o",4.07,0.99,"o","f","f","g","u"
"13254","p",0.74,"x","o","f","o",4.56,0.98,"y","f","f","g","u"
"13255","p",0.47,"f","o","f","o",3.5,0.84,"o","f","f","g","a"
"13256","p",0.47,"x","o","f","o",4.27,0.93,"y","f","f","g","a"
"13257","p",0.68,"x","o","f","o",4.33,0.99,"o","f","f","g","a"
"13258","p",0.66,"f","o","f","o",4.49,1.08,"o","f","f","g","a"
"13259","p",0.71,"x","o","f","o",4.49,0.97,"o","f","f","g","a"
"13260","p",0.68,"f","o","f","o",3.92,0.91,"y","f","f","g","a"
"13261","p",0.59,"x","o","f","o",3.35,0.9,"y","f","f","g","a"
"13262","p",0.83,"x","o","f","o",5.21,1.05,"o","f","f","g","u"
"13263","p",0.44,"f","o","f","o",3.91,0.95,"o","f","f","g","a"
"13264","p",0.89,"x","o","f","o",5.17,1.01,"o","f","f","g","u"
"13265","p",0.82,"f","o","f","o",4.42,1.08,"o","f","f","g","a"
"13266","p",0.93,"f","o","f","o",4.99,1.09,"o","f","f","g","a"
"13267","p",0.71,"f","o","f","o",4.3,0.98,"y","f","f","g","a"
"13268","p",0.89,"x","o","f","o",4.54,1.05,"y","f","f","g","a"
"13269","p",0.64,"f","o","f","o",5.1,1.05,"o","f","f","g","a"
"13270","p",0.74,"x","o","f","o",4.43,0.97,"o","f","f","g","a"
"13271","p",0.75,"f","o","f","o",4.86,1.11,"o","f","f","g","u"
"13272","p",0.78,"x","o","f","o",4.37,1.03,"y","f","f","g","a"
"13273","p",0.57,"x","o","f","o",4.54,1.05,"o","f","f","g","u"
"13274","p",0.85,"x","o","f","o",3.91,0.97,"y","f","f","g","a"
"13275","p",0.76,"f","o","f","o",4.24,1.01,"y","f","f","g","a"
"13276","p",0.64,"f","o","f","o",4.24,0.95,"y","f","f","g","a"
"13277","p",0.73,"x","o","f","o",4.67,0.93,"o","f","f","g","a"
"13278","p",0.7,"f","o","f","o",4.68,0.93,"o","f","f","g","u"
"13279","p",0.69,"x","o","f","o",3.78,0.83,"o","f","f","g","u"
"13280","p",0.66,"x","o","f","o",4.2,0.97,"y","f","f","g","a"
"13281","p",0.76,"f","o","f","o",5.51,1.13,"o","f","f","g","u"
"13282","p",0.66,"f","o","f","o",5.02,1.04,"y","f","f","g","a"
"13283","p",0.72,"x","o","f","o",5.2,1.11,"y","f","f","g","a"
"13284","p",0.52,"x","o","f","o",4.16,0.97,"y","f","f","g","u"
"13285","p",0.71,"f","o","f","o",4.66,1.02,"o","f","f","g","a"
"13286","p",0.56,"f","o","f","o",4.73,0.91,"o","f","f","g","u"
"13287","p",0.61,"x","o","f","o",4.15,0.92,"y","f","f","g","u"
"13288","p",0.73,"x","o","f","o",4.33,0.85,"y","f","f","g","a"
"13289","p",0.64,"f","o","f","o",3.89,0.97,"y","f","f","g","u"
"13290","p",0.83,"x","o","f","o",4.2,1.03,"y","f","f","g","a"
"13291","p",0.63,"f","o","f","o",5.59,1.16,"y","f","f","g","u"
"13292","p",0.67,"x","o","f","o",4.19,1.05,"y","f","f","g","a"
"13293","p",0.83,"x","o","f","o",4.85,1.13,"o","f","f","g","a"
"13294","p",0.66,"x","o","f","o",4.86,0.96,"y","f","f","g","u"
"13295","p",0.7,"f","o","f","o",5.26,1.01,"y","f","f","g","a"
"13296","p",0.78,"x","o","f","o",4.73,1.09,"o","f","f","g","u"
"13297","p",0.74,"f","o","f","o",4.96,0.98,"o","f","f","g","u"
"13298","p",0.73,"f","o","f","o",4.84,1.06,"y","f","f","g","u"
"13299","p",0.81,"x","o","f","o",5.02,1.07,"o","f","f","g","a"
"13300","p",0.7,"f","o","f","o",5.25,1.12,"o","f","f","g","a"
"13301","p",0.71,"f","o","f","o",4.85,1.03,"y","f","f","g","a"
"13302","p",0.7,"f","o","f","o",4.43,0.9,"o","f","f","g","u"
"13303","p",0.69,"x","o","f","o",4.06,0.91,"y","f","f","g","a"
"13304","p",0.64,"x","o","f","o",4.68,0.92,"y","f","f","g","u"
"13305","p",0.7,"x","o","f","o",4.04,0.97,"y","f","f","g","a"
"13306","p",0.63,"x","o","f","o",4.4,0.96,"o","f","f","g","a"
"13307","p",0.51,"f","o","f","o",3.83,0.96,"o","f","f","g","u"
"13308","p",0.73,"x","o","f","o",4.49,1.05,"y","f","f","g","a"
"13309","p",0.68,"x","o","f","o",4.86,0.99,"y","f","f","g","a"
"13310","p",0.67,"x","o","f","o",4.45,0.88,"o","f","f","g","a"
"13311","p",0.69,"x","o","f","o",5.02,1.03,"o","f","f","g","a"
"13312","p",0.66,"x","o","f","o",4.23,0.98,"y","f","f","g","u"
"13313","p",0.79,"f","o","f","o",4.65,0.92,"y","f","f","g","u"
"13314","p",0.6,"x","o","f","o",3.93,0.93,"o","f","f","g","a"
"13315","p",0.71,"f","o","f","o",3.95,0.92,"y","f","f","g","a"
"13316","p",0.58,"f","o","f","o",3.57,0.95,"o","f","f","g","a"
"13317","p",0.55,"x","o","f","o",4.29,0.97,"o","f","f","g","a"
"13318","p",0.61,"x","o","f","o",4.49,0.87,"y","f","f","g","u"
